ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
7026,RD Jacobs (WI),T,1996-2004,147,112,32,1865,80*,23.31,2662,70.06,0,9,11
7027,RD King (WI),H,1999-2000,10,4,3,14,12*,14,25,56,0,0,1
7028,RD King (WI),A,1999-2001,17,11,9,39,7*,19.5,110,35.45,0,0,1
7029,RD King (WI),N,1998-2005,23,8,2,12,7,2,68,17.64,0,0,3
7030,RD King (WI),T,1998-2005,50,23,14,65,12*,7.22,203,32.01,0,0,5
7031,RD McCann (IRE),A,2010-2010,3,3,1,38,18,19,42,90.47,0,0,0
7032,RD McCann (IRE),N,2010-2010,5,2,0,6,6,3,35,17.14,0,0,1
7033,RD McCann (IRE),T,2010-2010,8,5,1,44,18,11,77,57.14,0,0,1
7034,RD Rickelton (SA),H,2023-2023,2,2,0,17,14,8.5,26,65.38,0,0,0
7035,RD Rickelton (SA),T,2023-2023,2,2,0,17,14,8.5,26,65.38,0,0,0
7036,RD Robinson (AUS),A,1977-1977,2,2,0,82,70,41,143,57.34,0,1,0
7037,RD Robinson (AUS),T,1977-1977,2,2,0,82,70,41,143,57.34,0,1,0
7038,RD Shah (KENYA),H,1999-2007,19,18,1,513,113,30.17,755,67.94,1,3,1
7039,RD Shah (KENYA),A,1998-2003,12,12,0,298,70,24.83,451,66.07,0,3,2
7040,RD Shah (KENYA),N,1998-2007,25,25,0,695,71,27.8,1092,63.64,0,6,2
7041,RD Shah (KENYA),T,1998-2007,56,55,1,1506,113,27.88,2298,65.53,1,12,5
7042,RD Steede (BMUDA),A,2006-2008,5,5,1,59,20,14.75,109,54.12,0,0,0
7043,RD Steede (BMUDA),N,2006-2008,3,2,0,11,6,5.5,33,33.33,0,0,0
7044,RD Steede (BMUDA),T,2006-2008,8,7,1,70,20,11.66,142,49.29,0,0,0
7045,RD Woolley (AUS),A,1983-1983,4,3,2,31,16,31,38,81.57,0,0,0
7046,RD Woolley (AUS),T,1983-1983,4,3,2,31,16,31,38,81.57,0,0,0
7047,RDB Croft (ENG),H,1996-2001,18,11,2,99,20,11,144,68.75,0,0,1
7048,RDB Croft (ENG),A,1996-2001,22,19,9,179,30*,17.9,276,64.85,0,0,3
7049,RDB Croft (ENG),N,1997-1999,10,6,1,67,32,13.4,99,67.67,0,0,0
7050,RDB Croft (ENG),T,1996-2001,50,36,12,345,32,14.37,519,66.47,0,0,4
7051,RDM Leverock (BMUDA),A,2006-2008,15,9,6,50,17*,16.66,202,24.75,0,0,0
7052,RDM Leverock (BMUDA),N,2006-2009,17,10,3,61,20*,8.71,180,33.88,0,0,1
7053,RDM Leverock (BMUDA),T,2006-2009,32,19,9,111,20*,11.1,382,29.05,0,0,1
7054,RE Bryson (SA),H,1997-1997,7,4,3,32,17*,32,25,128,0,0,0
7055,RE Bryson (SA),T,1997-1997,7,4,3,32,17*,32,25,128,0,0,0
7056,RE Redmond (NZ),A,1973-1973,2,1,0,3,3,3,11,27.27,0,0,0
7057,RE Redmond (NZ),T,1973-1973,2,1,0,3,3,3,11,27.27,0,0,0
7058,RE van der Merwe (NED/SA),H,2009-2019,12,6,2,74,57,18.5,77,96.1,0,1,1
7059,RE van der Merwe (NED/SA),A,2010-2021,4,2,1,22,12,22,18,122.22,0,0,0
7060,RE van der Merwe (NED/SA),T,2009-2021,16,8,3,96,57,19.2,95,101.05,0,1,1
7061,Rehan Ahmed (ENG),A,2023-2023,1,1,0,2,2,2,7,28.57,0,0,0
7062,Rehan Ahmed (ENG),T,2023-2023,1,1,0,2,2,2,7,28.57,0,0,0
7063,RF van Oosterom (NED),A,2002-2002,1,1,0,0,0,0,8,0,0,0,1
7064,RF van Oosterom (NED),N,1996-1996,2,2,2,7,5*,-,19,36.84,0,0,0
7065,RF van Oosterom (NED),T,1996-2002,3,3,2,7,5*,7,27,25.92,0,0,1
7066,RG Aga (KENYA),H,2012-2012,2,1,0,12,12,12,27,44.44,0,0,0
7067,RG Aga (KENYA),A,2013-2013,2,2,0,12,10,6,22,54.54,0,0,0
7068,RG Aga (KENYA),N,2004-2014,8,6,0,126,86,21,160,78.75,0,1,1
7069,RG Aga (KENYA),T,2004-2014,12,9,0,150,86,16.66,209,71.77,0,1,1
7070,RG Callender (CAN),A,1979-1979,1,1,0,0,0,0,3,0,0,0,1
7071,RG Callender (CAN),N,1979-1979,1,1,0,0,0,0,2,0,0,0,1
7072,RG Callender (CAN),T,1979-1979,2,2,0,0,0,0,5,0,0,0,2
7073,RG de Alwis (SL),H,1983-1984,6,4,0,24,9,6,54,44.44,0,0,0
7074,RG de Alwis (SL),A,1983-1988,13,11,4,192,58*,27.42,264,72.72,0,1,1
7075,RG de Alwis (SL),N,1983-1988,12,12,4,185,59*,23.12,194,95.36,0,1,1
7076,RG de Alwis (SL),T,1983-1988,31,27,8,401,59*,21.1,512,78.32,0,2,2
7077,RG Hart (NZ),A,2002-2002,2,1,0,0,0,0,9,0,0,0,1
7078,RG Hart (NZ),T,2002-2002,2,1,0,0,0,0,9,0,0,0,1
7079,RG Holland (AUS),H,1985-1985,1,-,-,-,-,-,-,-,-,-,-
7080,RG Holland (AUS),A,1985-1985,1,-,-,-,-,-,-,-,-,-,-
7081,RG Holland (AUS),T,1985-1985,2,-,-,-,-,-,-,-,-,-,-
7082,RG Nijman (NED),N,2009-2009,1,-,-,-,-,-,-,-,-,-,-
7083,RG Nijman (NED),T,2009-2009,1,-,-,-,-,-,-,-,-,-,-
7084,RG Petrie (NZ),H,1991-1991,2,1,0,0,0,0,3,0,0,0,1
7085,RG Petrie (NZ),A,1990-1991,6,5,2,49,21,16.33,59,83.05,0,0,0
7086,RG Petrie (NZ),N,1990-1990,4,2,1,16,14*,16,47,34.04,0,0,0
7087,RG Petrie (NZ),T,1990-1991,12,8,3,65,21,13,109,59.63,0,0,1
7088,RG Samuels (WI),A,1996-1997,3,2,1,43,36*,43,39,110.25,0,0,0
7089,RG Samuels (WI),N,1996-1997,5,3,1,11,7*,5.5,24,45.83,0,0,0
7090,RG Samuels (WI),T,1996-1997,8,5,2,54,36*,18,63,85.71,0,0,0
7091,RG Sharma (IND),H,2007-2023,79,78,8,4067,264,58.1,4063,100.09,12,18,1
7092,RG Sharma (IND),A,2007-2022,109,104,15,3481,171*,39.11,4223,82.42,10,17,9
7093,RG Sharma (IND),N,2007-2019,55,54,11,2277,140,52.95,2628,86.64,8,13,4
7094,RG Sharma (IND),T,2007-2023,243,236,34,9825,264,48.63,10914,90.02,30,48,14
7095,RG Twose (NZ),H,1995-2001,41,37,5,1135,97,35.46,1535,73.94,0,9,3
7096,RG Twose (NZ),A,1995-2000,26,24,2,909,103,41.31,1163,78.15,1,6,1
7097,RG Twose (NZ),N,1996-2000,20,20,4,673,92,42.06,905,74.36,0,5,1
7098,RG Twose (NZ),T,1995-2001,87,81,11,2717,103,38.81,3603,75.4,1,20,5
7099,RGA Headley (WI),A,1973-1973,1,1,0,19,19,19,41,46.34,0,0,0
7100,RGA Headley (WI),T,1973-1973,1,1,0,19,19,19,41,46.34,0,0,0
7101,RGCE Wijesuriya (SL),H,1985-1985,3,-,-,-,-,-,-,-,-,-,-
7102,RGCE Wijesuriya (SL),A,1982-1985,5,3,2,18,12*,18,48,37.5,0,0,1
7103,RGCE Wijesuriya (SL),T,1982-1985,8,3,2,18,12*,18,48,37.5,0,0,1
7104,RGD Willis (ENG),H,1973-1984,32,12,8,51,24,12.75,88,57.95,0,0,2
7105,RGD Willis (ENG),A,1979-1984,23,10,6,32,7*,8,69,46.37,0,0,2
7106,RGD Willis (ENG),N,1979-1983,9,-,-,-,-,-,-,-,-,-,-
7107,RGD Willis (ENG),T,1973-1984,64,22,14,83,24,10.37,157,52.86,0,0,4
7108,RGM Patel (IND),H,1988-1988,1,-,-,-,-,-,-,-,-,-,-
7109,RGM Patel (IND),T,1988-1988,1,-,-,-,-,-,-,-,-,-,-
7110,RH Poonawala (UAE),H,1994-1994,2,2,0,44,22,22,56,78.57,0,0,0
7111,RH Poonawala (UAE),T,1994-1994,2,2,0,44,22,22,56,78.57,0,0,0
7112,RH Scholte (NED),A,2002-2003,2,2,0,19,12,9.5,63,30.15,0,0,0
7113,RH Scholte (NED),N,2002-2003,3,3,0,20,11,6.66,72,27.77,0,0,0
7114,RH Scholte (NED),T,2002-2003,5,5,0,39,12,7.8,135,28.88,0,0,0
7115,RH Vance (NZ),H,1988-1989,4,4,0,62,46,15.5,172,36.04,0,0,0
7116,RH Vance (NZ),N,1988-1988,4,4,0,186,96,46.5,309,60.19,0,1,0
7117,RH Vance (NZ),T,1988-1989,8,8,0,248,96,31,481,51.55,0,1,0
7118,Riaz Hassan (AFG),A,2022-2022,2,2,0,36,35,18,51,70.58,0,0,0
7119,Riaz Hassan (AFG),N,2022-2022,1,1,0,50,50,50,75,66.66,0,1,0
7120,Riaz Hassan (AFG),T,2022-2022,3,3,0,86,50,28.66,126,68.25,0,1,0
7121,RIC Holder (WI),H,1994-1997,13,10,4,261,65,43.5,313,83.38,0,1,1
7122,RIC Holder (WI),A,1993-1996,12,10,1,148,36*,16.44,243,60.9,0,0,2
7123,RIC Holder (WI),N,1993-1997,12,11,1,190,50,19,320,59.37,0,1,1
7124,RIC Holder (WI),T,1993-1997,37,31,6,599,65,23.96,876,68.37,0,2,4
7125,Rizwan Ahmed (PAK),H,2008-2008,1,-,-,-,-,-,-,-,-,-,-
7126,Rizwan Ahmed (PAK),T,2008-2008,1,-,-,-,-,-,-,-,-,-,-
7127,Rizwan Cheema (CAN),H,2008-2011,8,8,1,333,89,47.57,249,133.73,0,3,1
7128,Rizwan Cheema (CAN),A,2009-2011,8,8,0,242,94,30.25,211,114.69,0,1,1
7129,Rizwan Cheema (CAN),N,2009-2013,17,16,0,189,61,11.81,225,84,0,2,1
7130,Rizwan Cheema (CAN),T,2008-2013,33,32,1,764,94,24.64,685,111.53,0,6,3
7131,Rizwan Latif (UAE),N,2004-2004,1,1,0,0,0,0,2,0,0,0,1
7132,Rizwan Latif (UAE),T,2004-2004,1,1,0,0,0,0,2,0,0,0,1
7133,Rizwan-uz-Zaman (PAK),H,1986-1986,1,1,0,4,4,4,62,6.45,0,0,0
7134,Rizwan-uz-Zaman (PAK),A,1987-1987,1,1,0,2,2,2,15,13.33,0,0,0
7135,Rizwan-uz-Zaman (PAK),N,1981-1981,1,1,0,14,14,14,52,26.92,0,0,0
7136,Rizwan-uz-Zaman (PAK),T,1981-1987,3,3,0,20,14,6.66,129,15.5,0,0,0
7137,RJ Bailey (ENG),H,1988-1988,1,1,1,43,43*,-,34,126.47,0,0,0
7138,RJ Bailey (ENG),A,1990-1990,1,1,0,42,42,42,54,77.77,0,0,0
7139,RJ Bailey (ENG),N,1985-1987,2,2,1,52,41*,52,108,48.14,0,0,0
7140,RJ Bailey (ENG),T,1985-1990,4,4,2,137,43*,68.5,196,69.89,0,0,0
7141,RJ Blakey (ENG),H,1992-1992,1,1,0,25,25,25,49,51.02,0,0,0
7142,RJ Blakey (ENG),A,1993-1993,2,1,0,0,0,0,1,0,0,0,1
7143,RJ Blakey (ENG),T,1992-1993,3,2,0,25,25,12.5,50,50,0,0,1
7144,RJ Bright (AUS),H,1979-1979,3,2,1,20,19*,20,49,40.81,0,0,0
7145,RJ Bright (AUS),A,1974-1986,7,6,3,46,18,15.33,73,63.01,0,0,1
7146,RJ Bright (AUS),N,1986-1986,1,-,-,-,-,-,-,-,-,-,-
7147,RJ Bright (AUS),T,1974-1986,11,8,4,66,19*,16.5,122,54.09,0,0,1
7148,RJ Campbell (AUS),H,2002-2002,2,2,0,54,38,27,70,77.14,0,0,0
7149,RJ Campbell (AUS),T,2002-2002,2,2,0,54,38,27,70,77.14,0,0,0
7150,RJ Harris (AUS),H,2009-2012,12,8,4,41,21,10.25,38,107.89,0,0,0
7151,RJ Harris (AUS),A,2010-2010,9,5,3,7,6,3.5,10,70,0,0,0
7152,RJ Harris (AUS),T,2009-2012,21,13,7,48,21,8,48,100,0,0,0
7153,RJ Kennedy (NZ),H,1996-1996,2,1,1,8,8*,-,5,160,0,0,0
7154,RJ Kennedy (NZ),A,1996-1996,3,3,2,9,7*,9,10,90,0,0,0
7155,RJ Kennedy (NZ),N,1996-1996,2,-,-,-,-,-,-,-,-,-,-
7156,RJ Kennedy (NZ),T,1996-1996,7,4,3,17,8*,17,15,113.33,0,0,0
7157,RJ Kirtley (ENG),H,2002-2002,4,-,-,-,-,-,-,-,-,-,-
7158,RJ Kirtley (ENG),A,2001-2004,7,2,0,2,1,1,11,18.18,0,0,0
7159,RJ Kirtley (ENG),T,2001-2004,11,2,0,2,1,1,11,18.18,0,0,0
7160,RJ McCurdy (AUS),H,1985-1985,9,4,1,27,13*,9,59,45.76,0,0,0
7161,RJ McCurdy (AUS),N,1985-1985,2,2,1,6,6*,6,12,50,0,0,1
7162,RJ McCurdy (AUS),T,1985-1985,11,6,2,33,13*,8.25,71,46.47,0,0,1
7163,RJ Nicol (NZ),H,2012-2012,6,6,0,260,146,43.33,317,82.01,1,1,1
7164,RJ Nicol (NZ),A,2011-2013,16,15,2,326,108*,25.07,459,71.02,1,1,1
7165,RJ Nicol (NZ),T,2011-2013,22,21,2,586,146,30.84,776,75.51,2,2,2
7166,RJ Peterson (SA),H,2002-2013,33,15,4,211,44,19.18,287,73.51,0,0,2
7167,RJ Peterson (SA),A,2003-2014,28,12,4,189,31*,23.62,222,85.13,0,0,0
7168,RJ Peterson (SA),N,2002-2013,18,14,6,156,68,19.5,179,87.15,0,1,2
7169,RJ Peterson (SA),T,2002-2014,79,41,14,556,68,20.59,688,80.81,0,1,4
7170,RJ Ratnayake (SL),H,1983-1993,8,1,1,0,0*,-,0,-,0,0,0
7171,RJ Ratnayake (SL),A,1982-1991,33,31,9,352,33*,16,414,85.02,0,0,3
7172,RJ Ratnayake (SL),N,1983-1993,29,23,8,260,32*,17.33,291,89.34,0,0,1
7173,RJ Ratnayake (SL),T,1982-1993,70,55,18,612,33*,16.54,705,86.8,0,0,4
7174,RJ Robinson (BMUDA),A,2007-2007,1,1,0,17,17,17,23,73.91,0,0,0
7175,RJ Robinson (BMUDA),N,2009-2009,2,1,0,10,10,10,17,58.82,0,0,0
7176,RJ Robinson (BMUDA),T,2007-2009,3,2,0,27,17,13.5,40,67.5,0,0,0
7177,RJ Shastri (IND),H,1981-1991,57,46,8,1469,109,38.65,2059,71.34,4,8,1
7178,RJ Shastri (IND),A,1982-1992,44,37,7,810,67,27,1451,55.82,0,5,2
7179,RJ Shastri (IND),N,1983-1992,49,45,6,829,77,21.25,1579,52.5,0,5,2
7180,RJ Shastri (IND),T,1981-1992,150,128,21,3108,109,29.04,5089,61.07,4,18,5
7181,RJ Sidebottom (ENG),H,2007-2009,10,9,4,90,24,18,91,98.9,0,0,1
7182,RJ Sidebottom (ENG),A,2001-2010,14,8,4,23,7*,5.75,62,37.09,0,0,1
7183,RJ Sidebottom (ENG),N,2009-2009,1,1,0,20,20,20,41,48.78,0,0,0
7184,RJ Sidebottom (ENG),T,2001-2010,25,18,8,133,24,13.3,194,68.55,0,0,2
7185,RJ Trott (BMUDA),A,2007-2008,8,8,3,119,48*,23.8,230,51.73,0,0,1
7186,RJ Trott (BMUDA),N,2008-2009,3,2,1,11,10*,11,19,57.89,0,0,0
7187,RJ Trott (BMUDA),T,2007-2009,11,10,4,130,48*,21.66,249,52.2,0,0,1
7188,RJ van Vuuren (NAM),N,2003-2003,5,5,2,26,14,8.66,38,68.42,0,0,2
7189,RJ van Vuuren (NAM),T,2003-2003,5,5,2,26,14,8.66,38,68.42,0,0,2
7190,RJ Webb (NZ),H,1983-1983,2,-,-,-,-,-,-,-,-,-,-
7191,RJ Webb (NZ),A,1983-1983,1,1,1,6,6*,-,10,60,0,0,0
7192,RJ Webb (NZ),T,1983-1983,3,1,1,6,6*,-,10,60,0,0,0
7193,RJW Topley (ENG),H,2015-2022,7,5,2,16,6*,5.33,46,34.78,0,0,1
7194,RJW Topley (ENG),A,2016-2023,11,4,4,2,1*,-,10,20,0,0,0
7195,RJW Topley (ENG),N,2015-2015,4,1,1,0,0*,-,4,0,0,0,0
7196,RJW Topley (ENG),T,2015-2023,22,10,7,18,6*,6,60,30,0,0,1
7197,RK Chauhan (IND),H,1993-1997,12,3,2,49,26*,49,59,83.05,0,0,0
7198,RK Chauhan (IND),A,1993-1997,15,9,1,51,32,6.37,59,86.44,0,0,3
7199,RK Chauhan (IND),N,1994-1997,8,6,2,32,13,8,53,60.37,0,0,1
7200,RK Chauhan (IND),T,1993-1997,35,18,5,132,32,10.15,171,77.19,0,0,4
7201,RK Illingworth (ENG),H,1991-1993,10,4,1,34,12,11.33,69,49.27,0,0,0
7202,RK Illingworth (ENG),A,1992-1996,7,4,3,6,2*,6,16,37.5,0,0,0
7203,RK Illingworth (ENG),N,1992-1996,8,3,1,28,14,14,34,82.35,0,0,0
7204,RK Illingworth (ENG),T,1991-1996,25,11,5,68,14,11.33,119,57.14,0,0,0
7205,RK Kleinveldt (SA),H,2013-2013,6,4,0,50,26,12.5,48,104.16,0,0,1
7206,RK Kleinveldt (SA),A,2013-2013,3,2,0,51,43,25.5,71,71.83,0,0,0
7207,RK Kleinveldt (SA),N,2013-2013,1,1,0,4,4,4,5,80,0,0,0
7208,RK Kleinveldt (SA),T,2013-2013,10,7,0,105,43,15,124,84.67,0,0,1
7209,RK Paudel (NEPAL),H,2020-2023,16,15,1,539,126,38.5,637,84.61,1,3,1
7210,RK Paudel (NEPAL),A,2018-2023,15,15,1,335,62,23.92,440,76.13,0,2,1
7211,RK Paudel (NEPAL),N,2018-2023,15,15,3,452,86,37.66,655,69,0,3,1
7212,RK Paudel (NEPAL),T,2018-2023,46,45,5,1326,126,33.15,1732,76.55,1,8,3
7213,RK Sethi (EAf),A,1975-1975,1,1,0,30,30,30,102,29.41,0,0,0
7214,RK Sethi (EAf),N,1975-1975,2,2,0,24,23,12,83,28.91,0,0,0
7215,RK Sethi (EAf),T,1975-1975,3,3,0,54,30,18,185,29.18,0,0,0
7216,RK Whelan (IRE),H,2007-2007,2,2,0,5,5,2.5,12,41.66,0,0,1
7217,RK Whelan (IRE),T,2007-2007,2,2,0,5,5,2.5,12,41.66,0,0,1
7218,RL Bhudia (KENYA),H,2008-2009,4,4,0,75,40,18.75,80,93.75,0,0,0
7219,RL Bhudia (KENYA),N,2009-2009,1,1,0,47,47,47,44,106.81,0,0,0
7220,RL Bhudia (KENYA),T,2008-2009,5,5,0,122,47,24.4,124,98.38,0,0,0
7221,RL Chase (WI),H,2017-2022,16,12,2,140,33*,14,233,60.08,0,0,2
7222,RL Chase (WI),A,2018-2020,11,9,0,198,46,22,261,75.86,0,0,1
7223,RL Chase (WI),N,2019-2019,6,5,1,215,94,53.75,260,82.69,0,2,0
7224,RL Chase (WI),T,2017-2022,33,26,3,553,94,24.04,754,73.34,0,2,3
7225,RL Dias (SL),H,1982-1986,18,15,1,222,80,15.85,307,72.31,0,1,2
7226,RL Dias (SL),A,1982-1987,23,23,1,720,121,32.72,959,75.07,2,3,1
7227,RL Dias (SL),N,1979-1987,17,17,3,631,80,45.07,1049,60.15,0,7,0
7228,RL Dias (SL),T,1979-1987,58,55,5,1573,121,31.46,2315,67.94,2,11,3
7229,RL Hayes (NZ),H,1995-1995,1,1,0,13,13,13,25,52,0,0,0
7230,RL Hayes (NZ),T,1995-1995,1,1,0,13,13,13,25,52,0,0,0
7231,RL Johnson (ENG),H,2003-2003,7,3,1,10,10,5,8,125,0,0,1
7232,RL Johnson (ENG),A,2003-2003,3,1,0,6,6,6,12,50,0,0,0
7233,RL Johnson (ENG),T,2003-2003,10,4,1,16,10,5.33,20,80,0,0,1
7234,RL Powell (WI),H,2000-2004,28,26,5,448,52,21.33,516,86.82,0,2,3
7235,RL Powell (WI),A,1999-2005,42,39,7,841,88,26.28,832,101.08,0,2,1
7236,RL Powell (WI),N,1999-2005,39,35,4,796,124,25.67,809,98.39,1,4,4
7237,RL Powell (WI),T,1999-2005,109,100,16,2085,124,24.82,2157,96.66,1,8,8
7238,RL Sanghvi (IND),H,1998-1998,7,1,0,0,0,0,2,0,0,0,1
7239,RL Sanghvi (IND),A,1998-1998,1,1,0,8,8,8,9,88.88,0,0,0
7240,RL Sanghvi (IND),N,1998-1998,2,-,-,-,-,-,-,-,-,-,-
7241,RL Sanghvi (IND),T,1998-1998,10,2,0,8,8,4,11,72.72,0,0,1
7242,RM Ellison (ENG),H,1986-1986,3,2,0,22,12,11,27,81.48,0,0,0
7243,RM Ellison (ENG),A,1984-1986,7,6,4,30,14*,15,37,81.08,0,0,0
7244,RM Ellison (ENG),N,1985-1985,4,4,0,34,24,8.5,46,73.91,0,0,0
7245,RM Ellison (ENG),T,1984-1986,14,12,4,86,24,10.75,110,78.18,0,0,0
7246,RM Haq (SCOT),H,2007-2014,18,10,2,120,34,15,218,55.04,0,0,1
7247,RM Haq (SCOT),A,2006-2015,13,11,1,150,71,15,260,57.69,0,2,3
7248,RM Haq (SCOT),N,2007-2015,23,19,3,296,52,18.5,453,65.34,0,1,2
7249,RM Haq (SCOT),T,2006-2015,54,40,6,566,71,16.64,931,60.79,0,3,6
7250,RM Hogg (AUS),H,1979-1985,51,27,13,108,22,7.71,164,65.85,0,0,1
7251,RM Hogg (AUS),A,1979-1984,13,4,3,0,0*,0,15,0,0,0,1
7252,RM Hogg (AUS),N,1979-1983,7,4,4,29,19*,-,38,76.31,0,0,0
7253,RM Hogg (AUS),T,1979-1985,71,35,20,137,22,9.13,217,63.13,0,0,2
7254,RM Jariwala (USA),H,2022-2022,3,3,0,28,14,9.33,42,66.66,0,0,0
7255,RM Jariwala (USA),N,2022-2022,1,1,0,2,2,2,8,25,0,0,0
7256,RM Jariwala (USA),T,2022-2022,4,4,0,30,14,7.5,50,60,0,0,0
7257,RM West (IRE),H,2008-2009,5,2,1,29,29*,29,17,170.58,0,0,1
7258,RM West (IRE),A,2008-2009,2,2,1,32,24,32,24,133.33,0,0,0
7259,RM West (IRE),N,2009-2009,3,-,-,-,-,-,-,-,-,-,-
7260,RM West (IRE),T,2008-2009,10,4,2,61,29*,30.5,41,148.78,0,0,1
7261,RMH Binny (IND),H,1981-1987,22,18,7,251,57,22.81,356,70.5,0,1,1
7262,RMH Binny (IND),A,1980-1986,21,12,1,187,34,17,374,50,0,0,1
7263,RMH Binny (IND),N,1980-1986,29,19,2,191,35,11.23,316,60.44,0,0,2
7264,RMH Binny (IND),T,1980-1987,72,49,10,629,57,16.12,1046,60.13,0,1,4
7265,RML Taylor (SCOT),H,2013-2014,4,3,0,30,16,10,24,125,0,0,0
7266,RML Taylor (SCOT),A,2013-2016,4,4,0,33,18,8.25,55,60,0,0,1
7267,RML Taylor (SCOT),N,2013-2015,7,7,3,91,46*,22.75,93,97.84,0,0,0
7268,RML Taylor (SCOT),T,2013-2016,15,14,3,154,46*,14,172,89.53,0,0,1
7269,RMS Eranga (SL),H,2011-2013,6,5,3,10,7*,5,20,50,0,0,0
7270,RMS Eranga (SL),A,2013-2016,9,3,3,17,12*,-,20,85,0,0,0
7271,RMS Eranga (SL),N,2013-2013,4,3,2,7,5*,7,24,29.16,0,0,1
7272,RMS Eranga (SL),T,2011-2016,19,11,8,34,12*,11.33,64,53.12,0,0,1
7273,RN Bhatia (UAE),H,2023-2023,1,1,0,2,2,2,6,33.33,0,0,0
7274,RN Bhatia (UAE),A,2022-2022,1,1,1,24,24*,-,22,109.09,0,0,0
7275,RN Bhatia (UAE),T,2022-2023,2,2,1,26,24*,26,28,92.85,0,0,0
7276,RN Lewis (WI),H,1998-2009,6,4,0,74,27,18.5,80,92.5,0,0,0
7277,RN Lewis (WI),A,1999-2008,13,10,2,159,49,19.87,212,75,0,0,0
7278,RN Lewis (WI),N,1997-1998,9,7,3,58,20*,14.5,75,77.33,0,0,1
7279,RN Lewis (WI),T,1997-2009,28,21,5,291,49,18.18,367,79.29,0,0,1
7280,RN ten Doeschate (NED),H,2006-2010,8,8,2,413,98*,68.83,520,79.42,0,3,0
7281,RN ten Doeschate (NED),A,2007-2011,5,5,2,187,109*,62.33,261,71.64,1,1,0
7282,RN ten Doeschate (NED),N,2006-2011,20,19,5,941,119,67.21,976,96.41,4,5,1
7283,RN ten Doeschate (NED),T,2006-2011,33,32,9,1541,119,67,1757,87.7,5,9,1
7284,RO Butcher (ENG),H,1980-1980,1,1,0,52,52,52,38,136.84,0,1,0
7285,RO Butcher (ENG),A,1981-1981,2,2,0,6,5,3,30,20,0,0,0
7286,RO Butcher (ENG),T,1980-1981,3,3,0,58,52,19.33,68,85.29,0,1,0
7287,RO Collinge (NZ),H,1973-1976,6,3,1,9,9,4.5,23,39.13,0,0,1
7288,RO Collinge (NZ),A,1973-1978,6,5,2,23,6,7.66,35,65.71,0,0,0
7289,RO Collinge (NZ),N,1975-1975,3,1,0,2,2,2,4,50,0,0,0
7290,RO Collinge (NZ),T,1973-1978,15,9,3,34,9,5.66,62,54.83,0,0,1
7291,RO Hinds (WI),H,2002-2002,6,4,1,36,18*,12,47,76.59,0,0,0
7292,RO Hinds (WI),A,2001-2004,2,2,1,23,15*,23,37,62.16,0,0,0
7293,RO Hinds (WI),N,2001-2004,6,3,1,42,18,21,86,48.83,0,0,0
7294,RO Hinds (WI),T,2001-2004,14,9,3,101,18*,16.83,170,59.41,0,0,0
7295,RO Hurley (WI),H,2003-2003,4,1,0,0,0,0,0,-,0,0,1
7296,RO Hurley (WI),A,2004-2004,5,3,0,13,6,4.33,32,40.62,0,0,0
7297,RO Hurley (WI),T,2003-2004,9,4,0,13,6,3.25,32,40.62,0,0,1
7298,RO Hussain (SCOT),H,2006-2006,2,2,0,16,14,8,45,35.55,0,0,0
7299,RO Hussain (SCOT),A,2007-2007,1,1,0,1,1,1,12,8.33,0,0,0
7300,RO Hussain (SCOT),N,2007-2010,5,5,1,46,17,11.5,86,53.48,0,0,0
7301,RO Hussain (SCOT),T,2006-2010,8,8,1,63,17,9,143,44.05,0,0,0
7302,Robiul Islam (BAN),A,2013-2013,3,1,1,0,0*,-,1,0,0,0,0
7303,Robiul Islam (BAN),T,2013-2013,3,1,1,0,0*,-,1,0,0,0,0
7304,Rohan Mustafa (UAE),H,2014-2023,32,28,2,711,109,27.34,1091,65.16,1,3,2
7305,Rohan Mustafa (UAE),A,2016-2023,20,20,1,367,65*,19.31,626,58.62,0,2,3
7306,Rohan Mustafa (UAE),N,2014-2023,22,20,2,330,95,18.33,488,67.62,0,2,3
7307,Rohan Mustafa (UAE),T,2014-2023,74,68,5,1408,109,22.34,2205,63.85,1,7,8
7308,Rokhan Barakzai (AFG),N,2015-2015,1,-,-,-,-,-,-,-,-,-,-
7309,Rokhan Barakzai (AFG),T,2015-2015,1,-,-,-,-,-,-,-,-,-,-
7310,RP Alexander (USA),N,2004-2004,2,2,0,34,26,17,75,45.33,0,0,0
7311,RP Alexander (USA),T,2004-2004,2,2,0,34,26,17,75,45.33,0,0,0
7312,RP Arnold (SL),H,1998-2006,47,36,13,986,91*,42.86,1380,71.44,0,8,3
7313,RP Arnold (SL),A,1998-2007,69,60,16,1657,103,37.65,2192,75.59,1,12,3
7314,RP Arnold (SL),N,1997-2007,64,59,14,1307,76*,29.04,1871,69.85,0,8,1
7315,RP Arnold (SL),T,1997-2007,180,155,43,3950,103,35.26,5443,72.57,1,28,7
