ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
11640,RK Chauhan (IND),B,1993-1997,23,10,3,62,26*,8.85,85,72.94,0,0,2
11641,RK Chauhan (IND),S,1994-1994,2,-,-,-,-,-,-,-,-,-,-
11642,RK Chauhan (IND),O,1994-1997,10,8,2,70,32,11.66,86,81.39,0,0,2
11643,RK Illingworth (ENG),H,1991-1993,10,4,1,34,12,11.33,69,49.27,0,0,0
11644,RK Illingworth (ENG),A,1992-1996,7,4,3,6,2*,6,16,37.5,0,0,0
11645,RK Illingworth (ENG),N,1992-1996,8,3,1,28,14,14,34,82.35,0,0,0
11646,RK Illingworth (ENG),C,1991-1996,25,11,5,68,14,11.33,119,57.14,0,0,0
11647,RK Illingworth (ENG),B,1996-1996,1,1,1,3,3*,-,4,75,0,0,0
11648,RK Illingworth (ENG),S,1991-1996,21,9,3,64,14,10.66,114,56.14,0,0,0
11649,RK Illingworth (ENG),O,1996-1996,3,1,1,1,1*,-,1,100,0,0,0
11650,RK Kleinveldt (SA),H,2013-2013,6,4,0,50,26,12.5,48,104.16,0,0,1
11651,RK Kleinveldt (SA),A,2013-2013,3,2,0,51,43,25.5,71,71.83,0,0,0
11652,RK Kleinveldt (SA),N,2013-2013,1,1,0,4,4,4,5,80,0,0,0
11653,RK Kleinveldt (SA),C,2013-2013,10,7,0,105,43,15,124,84.67,0,0,1
11654,RK Kleinveldt (SA),B,2013-2013,1,1,0,8,8,8,10,80,0,0,0
11655,RK Kleinveldt (SA),S,2013-2013,8,6,0,97,43,16.16,114,85.08,0,0,1
11656,RK Kleinveldt (SA),O,2013-2013,1,-,-,-,-,-,-,-,-,-,-
11657,RK Paudel (NEPAL),H,2020-2023,16,15,1,539,126,38.5,637,84.61,1,3,1
11658,RK Paudel (NEPAL),A,2018-2023,15,15,1,335,62,23.92,440,76.13,0,2,1
11659,RK Paudel (NEPAL),N,2018-2023,15,15,3,452,86,37.66,655,69,0,3,1
11660,RK Paudel (NEPAL),C,2018-2023,46,45,5,1326,126,33.15,1732,76.55,1,8,3
11661,RK Paudel (NEPAL),O,2018-2023,52,51,5,1469,126,31.93,1938,75.79,1,8,3
11662,RK Sethi (EAf),A,1975-1975,1,1,0,30,30,30,102,29.41,0,0,0
11663,RK Sethi (EAf),N,1975-1975,2,2,0,24,23,12,83,28.91,0,0,0
11664,RK Sethi (EAf),C,1975-1975,3,3,0,54,30,18,185,29.18,0,0,0
11665,RK Sethi (EAf),S,1975-1975,3,3,0,54,30,18,185,29.18,0,0,0
11666,RK Whelan (IRE),H,2007-2007,2,2,0,5,5,2.5,12,41.66,0,0,1
11667,RK Whelan (IRE),C,2007-2007,2,2,0,5,5,2.5,12,41.66,0,0,1
11668,RK Whelan (IRE),O,2007-2007,2,2,0,5,5,2.5,12,41.66,0,0,1
11669,RL Bhudia (KENYA),H,2008-2009,4,4,0,75,40,18.75,80,93.75,0,0,0
11670,RL Bhudia (KENYA),N,2009-2009,1,1,0,47,47,47,44,106.81,0,0,0
11671,RL Bhudia (KENYA),C,2008-2009,5,5,0,122,47,24.4,124,98.38,0,0,0
11672,RL Bhudia (KENYA),S,2009-2009,1,1,0,47,47,47,44,106.81,0,0,0
11673,RL Bhudia (KENYA),O,2008-2009,4,4,0,75,40,18.75,80,93.75,0,0,0
11674,RL Chase (WI),H,2017-2022,16,12,2,140,33*,14,233,60.08,0,0,2
11675,RL Chase (WI),A,2018-2020,11,9,0,198,46,22,261,75.86,0,0,1
11676,RL Chase (WI),N,2019-2019,6,5,1,215,94,53.75,260,82.69,0,2,0
11677,RL Chase (WI),C,2017-2022,33,26,3,553,94,24.04,754,73.34,0,2,3
11678,RL Chase (WI),B,2018-2020,12,11,1,297,94,29.7,377,78.77,0,1,1
11679,RL Chase (WI),O,2017-2023,30,20,3,390,55,22.94,533,73.17,0,2,2
11680,RL Dias (SL),H,1982-1986,18,15,1,222,80,15.85,307,72.31,0,1,2
11681,RL Dias (SL),A,1982-1987,23,23,1,720,121,32.72,959,75.07,2,3,1
11682,RL Dias (SL),N,1979-1987,17,17,3,631,80,45.07,1049,60.15,0,7,0
11683,RL Dias (SL),C,1979-1987,58,55,5,1573,121,31.46,2315,67.94,2,11,3
11684,RL Dias (SL),B,1982-1987,27,24,2,617,121,28.04,830,74.33,2,2,3
11685,RL Dias (SL),S,1979-1985,20,20,2,623,80,34.61,1012,61.56,0,6,0
11686,RL Dias (SL),O,1982-1987,11,11,1,333,81,33.3,473,70.4,0,3,0
11687,RL Hayes (NZ),H,1995-1995,1,1,0,13,13,13,25,52,0,0,0
11688,RL Hayes (NZ),C,1995-1995,1,1,0,13,13,13,25,52,0,0,0
11689,RL Hayes (NZ),S,1995-1995,1,1,0,13,13,13,25,52,0,0,0
11690,RL Johnson (ENG),H,2003-2003,7,3,1,10,10,5,8,125,0,0,1
11691,RL Johnson (ENG),A,2003-2003,3,1,0,6,6,6,12,50,0,0,0
11692,RL Johnson (ENG),C,2003-2003,10,4,1,16,10,5.33,20,80,0,0,1
11693,RL Johnson (ENG),B,2003-2003,3,1,0,6,6,6,12,50,0,0,0
11694,RL Johnson (ENG),S,2003-2003,7,3,1,10,10,5,8,125,0,0,1
11695,RL Powell (WI),H,2000-2004,28,26,5,448,52,21.33,516,86.82,0,2,3
11696,RL Powell (WI),A,1999-2005,42,39,7,841,88,26.28,832,101.08,0,2,1
11697,RL Powell (WI),N,1999-2005,39,35,4,796,124,25.67,809,98.39,1,4,4
11698,RL Powell (WI),C,1999-2005,109,100,16,2085,124,24.82,2157,96.66,1,8,8
11699,RL Powell (WI),B,1999-2005,16,15,3,321,88,26.75,285,112.63,0,1,0
11700,RL Powell (WI),S,1999-2005,46,42,6,876,83*,24.33,934,93.79,0,3,2
11701,RL Powell (WI),O,1999-2004,47,43,7,888,124,24.66,938,94.66,1,4,6
11702,RL Sanghvi (IND),H,1998-1998,7,1,0,0,0,0,2,0,0,0,1
11703,RL Sanghvi (IND),A,1998-1998,1,1,0,8,8,8,9,88.88,0,0,0
11704,RL Sanghvi (IND),N,1998-1998,2,-,-,-,-,-,-,-,-,-,-
11705,RL Sanghvi (IND),C,1998-1998,10,2,0,8,8,4,11,72.72,0,0,1
11706,RL Sanghvi (IND),B,1998-1998,8,1,0,0,0,0,2,0,0,0,1
11707,RL Sanghvi (IND),O,1998-1998,2,1,0,8,8,8,9,88.88,0,0,0
11708,RM Ellison (ENG),H,1986-1986,3,2,0,22,12,11,27,81.48,0,0,0
11709,RM Ellison (ENG),A,1984-1986,7,6,4,30,14*,15,37,81.08,0,0,0
11710,RM Ellison (ENG),N,1985-1985,4,4,0,34,24,8.5,46,73.91,0,0,0
11711,RM Ellison (ENG),C,1984-1986,14,12,4,86,24,10.75,110,78.18,0,0,0
11712,RM Ellison (ENG),B,1984-1985,4,4,3,23,14*,23,27,85.18,0,0,0
11713,RM Ellison (ENG),S,1985-1986,6,5,1,31,12,7.75,45,68.88,0,0,0
11714,RM Ellison (ENG),O,1985-1986,4,3,0,32,24,10.66,38,84.21,0,0,0
11715,RM Haq (SCOT),H,2007-2014,18,10,2,120,34,15,218,55.04,0,0,1
11716,RM Haq (SCOT),A,2006-2015,13,11,1,150,71,15,260,57.69,0,2,3
11717,RM Haq (SCOT),N,2007-2015,23,19,3,296,52,18.5,453,65.34,0,1,2
11718,RM Haq (SCOT),C,2006-2015,54,40,6,566,71,16.64,931,60.79,0,3,6
11719,RM Haq (SCOT),B,2006-2006,1,1,0,3,3,3,8,37.5,0,0,0
11720,RM Haq (SCOT),S,2009-2015,8,6,1,55,31,11,96,57.29,0,0,1
11721,RM Haq (SCOT),O,2007-2015,45,33,5,508,71,18.14,827,61.42,0,3,5
11722,RM Hogg (AUS),H,1979-1985,51,27,13,108,22,7.71,164,65.85,0,0,1
11723,RM Hogg (AUS),A,1979-1984,13,4,3,0,0*,0,15,0,0,0,1
11724,RM Hogg (AUS),N,1979-1983,7,4,4,29,19*,-,38,76.31,0,0,0
11725,RM Hogg (AUS),C,1979-1985,71,35,20,137,22,9.13,217,63.13,0,0,2
11726,RM Hogg (AUS),B,1983-1984,6,2,2,0,0*,-,8,0,0,0,0
11727,RM Hogg (AUS),S,1979-1985,62,33,18,137,22,9.13,209,65.55,0,0,2
11728,RM Hogg (AUS),O,1984-1984,3,-,-,-,-,-,-,-,-,-,-
11729,RM Jariwala (USA),H,2022-2022,3,3,0,28,14,9.33,42,66.66,0,0,0
11730,RM Jariwala (USA),N,2022-2022,1,1,0,2,2,2,8,25,0,0,0
11731,RM Jariwala (USA),C,2022-2022,4,4,0,30,14,7.5,50,60,0,0,0
11732,RM Jariwala (USA),O,2022-2022,4,4,0,30,14,7.5,50,60,0,0,0
11733,RM West (IRE),H,2008-2009,5,2,1,29,29*,29,17,170.58,0,0,1
11734,RM West (IRE),A,2008-2009,2,2,1,32,24,32,24,133.33,0,0,0
11735,RM West (IRE),N,2009-2009,3,-,-,-,-,-,-,-,-,-,-
11736,RM West (IRE),C,2008-2009,10,4,2,61,29*,30.5,41,148.78,0,0,1
11737,RM West (IRE),S,2009-2009,3,-,-,-,-,-,-,-,-,-,-
11738,RM West (IRE),O,2008-2009,7,4,2,61,29*,30.5,41,148.78,0,0,1
11739,RMH Binny (IND),H,1981-1987,22,18,7,251,57,22.81,356,70.5,0,1,1
11740,RMH Binny (IND),A,1980-1986,21,12,1,187,34,17,374,50,0,0,1
11741,RMH Binny (IND),N,1980-1986,29,19,2,191,35,11.23,316,60.44,0,0,2
11742,RMH Binny (IND),C,1980-1987,72,49,10,629,57,16.12,1046,60.13,0,1,4
11743,RMH Binny (IND),B,1981-1987,24,19,8,259,57,23.54,368,70.38,0,1,1
11744,RMH Binny (IND),S,1980-1986,36,24,1,329,35,14.3,577,57.01,0,0,2
11745,RMH Binny (IND),O,1984-1986,12,6,1,41,19,8.2,101,40.59,0,0,1
11746,RML Taylor (SCOT),H,2013-2014,4,3,0,30,16,10,24,125,0,0,0
11747,RML Taylor (SCOT),A,2013-2016,4,4,0,33,18,8.25,55,60,0,0,1
11748,RML Taylor (SCOT),N,2013-2015,7,7,3,91,46*,22.75,93,97.84,0,0,0
11749,RML Taylor (SCOT),C,2013-2016,15,14,3,154,46*,14,172,89.53,0,0,1
11750,RML Taylor (SCOT),S,2014-2015,6,6,2,67,46*,16.75,65,103.07,0,0,1
11751,RML Taylor (SCOT),O,2013-2016,9,8,1,87,18,12.42,107,81.3,0,0,0
11752,RMS Eranga (SL),H,2011-2013,6,5,3,10,7*,5,20,50,0,0,0
11753,RMS Eranga (SL),A,2013-2016,9,3,3,17,12*,-,20,85,0,0,0
11754,RMS Eranga (SL),N,2013-2013,4,3,2,7,5*,7,24,29.16,0,0,1
11755,RMS Eranga (SL),C,2011-2016,19,11,8,34,12*,11.33,64,53.12,0,0,1
11756,RMS Eranga (SL),B,2011-2014,8,6,4,22,12*,11,35,62.85,0,0,0
11757,RMS Eranga (SL),S,2013-2015,6,2,1,5,5*,5,8,62.5,0,0,1
11758,RMS Eranga (SL),O,2013-2016,5,3,3,7,5*,-,21,33.33,0,0,0
11759,RN Bhatia (UAE),H,2023-2023,1,1,0,2,2,2,6,33.33,0,0,0
11760,RN Bhatia (UAE),A,2022-2022,1,1,1,24,24*,-,22,109.09,0,0,0
11761,RN Bhatia (UAE),C,2022-2023,2,2,1,26,24*,26,28,92.85,0,0,0
11762,RN Bhatia (UAE),O,2022-2023,2,2,1,26,24*,26,28,92.85,0,0,0
11763,RN Lewis (WI),H,1998-2009,6,4,0,74,27,18.5,80,92.5,0,0,0
11764,RN Lewis (WI),A,1999-2008,13,10,2,159,49,19.87,212,75,0,0,0
11765,RN Lewis (WI),N,1997-1998,9,7,3,58,20*,14.5,75,77.33,0,0,1
11766,RN Lewis (WI),C,1997-2009,28,21,5,291,49,18.18,367,79.29,0,0,1
11767,RN Lewis (WI),B,1998-1998,3,2,1,20,20*,20,25,80,0,0,1
11768,RN Lewis (WI),S,1999-2008,9,8,2,126,49,21,187,67.37,0,0,0
11769,RN Lewis (WI),O,1997-2009,16,11,2,145,27,16.11,155,93.54,0,0,0
11770,RN ten Doeschate (NED),H,2006-2010,8,8,2,413,98*,68.83,520,79.42,0,3,0
11771,RN ten Doeschate (NED),A,2007-2011,5,5,2,187,109*,62.33,261,71.64,1,1,0
11772,RN ten Doeschate (NED),N,2006-2011,20,19,5,941,119,67.21,976,96.41,4,5,1
11773,RN ten Doeschate (NED),C,2006-2011,33,32,9,1541,119,67,1757,87.7,5,9,1
11774,RN ten Doeschate (NED),B,2011-2011,6,6,1,307,119,61.4,344,89.24,2,1,0
11775,RN ten Doeschate (NED),S,2006-2009,6,6,1,337,106*,67.4,339,99.41,1,2,0
11776,RN ten Doeschate (NED),O,2006-2010,21,20,7,897,109*,69,1074,83.51,2,6,1
11777,RO Butcher (ENG),H,1980-1980,1,1,0,52,52,52,38,136.84,0,1,0
11778,RO Butcher (ENG),A,1981-1981,2,2,0,6,5,3,30,20,0,0,0
11779,RO Butcher (ENG),C,1980-1981,3,3,0,58,52,19.33,68,85.29,0,1,0
11780,RO Butcher (ENG),S,1980-1980,1,1,0,52,52,52,38,136.84,0,1,0
11781,RO Butcher (ENG),O,1981-1981,2,2,0,6,5,3,30,20,0,0,0
11782,RO Collinge (NZ),H,1973-1976,6,3,1,9,9,4.5,23,39.13,0,0,1
11783,RO Collinge (NZ),A,1973-1978,6,5,2,23,6,7.66,35,65.71,0,0,0
11784,RO Collinge (NZ),N,1975-1975,3,1,0,2,2,2,4,50,0,0,0
11785,RO Collinge (NZ),C,1973-1978,15,9,3,34,9,5.66,62,54.83,0,0,1
11786,RO Collinge (NZ),S,1973-1978,14,8,2,29,9,4.83,56,51.78,0,0,1
11787,RO Collinge (NZ),O,1976-1976,1,1,1,5,5*,-,6,83.33,0,0,0
11788,RO Hinds (WI),H,2002-2002,6,4,1,36,18*,12,47,76.59,0,0,0
11789,RO Hinds (WI),A,2001-2004,2,2,1,23,15*,23,37,62.16,0,0,0
11790,RO Hinds (WI),N,2001-2004,6,3,1,42,18,21,86,48.83,0,0,0
11791,RO Hinds (WI),C,2001-2004,14,9,3,101,18*,16.83,170,59.41,0,0,0
11792,RO Hinds (WI),B,2001-2001,2,2,2,31,16*,-,61,50.81,0,0,0
11793,RO Hinds (WI),S,2004-2004,3,1,0,8,8,8,19,42.1,0,0,0
11794,RO Hinds (WI),O,2002-2002,9,6,1,62,18*,12.4,90,68.88,0,0,0
11795,RO Hurley (WI),H,2003-2003,4,1,0,0,0,0,0,-,0,0,1
11796,RO Hurley (WI),A,2004-2004,5,3,0,13,6,4.33,32,40.62,0,0,0
11797,RO Hurley (WI),C,2003-2004,9,4,0,13,6,3.25,32,40.62,0,0,1
11798,RO Hurley (WI),S,2004-2004,5,3,0,13,6,4.33,32,40.62,0,0,0
11799,RO Hurley (WI),O,2003-2003,4,1,0,0,0,0,0,-,0,0,1
11800,RO Hussain (SCOT),H,2006-2006,2,2,0,16,14,8,45,35.55,0,0,0
11801,RO Hussain (SCOT),A,2007-2007,1,1,0,1,1,1,12,8.33,0,0,0
11802,RO Hussain (SCOT),N,2007-2010,5,5,1,46,17,11.5,86,53.48,0,0,0
11803,RO Hussain (SCOT),C,2006-2010,8,8,1,63,17,9,143,44.05,0,0,0
11804,RO Hussain (SCOT),O,2006-2010,8,8,1,63,17,9,143,44.05,0,0,0
11805,Robiul Islam (BAN),A,2013-2013,3,1,1,0,0*,-,1,0,0,0,0
11806,Robiul Islam (BAN),C,2013-2013,3,1,1,0,0*,-,1,0,0,0,0
11807,Robiul Islam (BAN),O,2013-2013,3,1,1,0,0*,-,1,0,0,0,0
11808,Rohan Mustafa (UAE),H,2014-2023,32,28,2,711,109,27.34,1091,65.16,1,3,2
11809,Rohan Mustafa (UAE),A,2016-2023,20,20,1,367,65*,19.31,626,58.62,0,2,3
11810,Rohan Mustafa (UAE),N,2014-2023,22,20,2,330,95,18.33,488,67.62,0,2,3
11811,Rohan Mustafa (UAE),C,2014-2023,74,68,5,1408,109,22.34,2205,63.85,1,7,8
11812,Rohan Mustafa (UAE),S,2014-2015,5,5,0,26,18,5.2,64,40.62,0,0,1
11813,Rohan Mustafa (UAE),O,2014-2023,76,70,5,1478,109,22.73,2302,64.2,1,7,7
11814,Rokhan Barakzai (AFG),N,2015-2015,1,-,-,-,-,-,-,-,-,-,-
11815,Rokhan Barakzai (AFG),C,2015-2015,1,-,-,-,-,-,-,-,-,-,-
11816,Rokhan Barakzai (AFG),O,2015-2015,1,-,-,-,-,-,-,-,-,-,-
11817,RP Alexander (USA),N,2004-2004,2,2,0,34,26,17,75,45.33,0,0,0
11818,RP Alexander (USA),C,2004-2004,2,2,0,34,26,17,75,45.33,0,0,0
11819,RP Alexander (USA),S,2004-2004,2,2,0,34,26,17,75,45.33,0,0,0
11820,RP Arnold (SL),H,1998-2006,47,36,13,986,91*,42.86,1380,71.44,0,8,3
11821,RP Arnold (SL),A,1998-2007,69,60,16,1657,103,37.65,2192,75.59,1,12,3
11822,RP Arnold (SL),N,1997-2007,64,59,14,1307,76*,29.04,1871,69.85,0,8,1
11823,RP Arnold (SL),C,1997-2007,180,155,43,3950,103,35.26,5443,72.57,1,28,7
11824,RP Arnold (SL),B,1998-2007,63,49,15,1317,91*,38.73,1848,71.26,0,10,4
11825,RP Arnold (SL),S,1998-2006,58,52,12,1201,78*,30.02,1689,71.1,0,9,3
11826,RP Arnold (SL),O,1997-2007,59,54,16,1432,103,37.68,1906,75.13,1,9,0
11827,RP Burl (ZIM),H,2017-2023,22,17,2,396,59,26.4,474,83.54,0,3,0
11828,RP Burl (ZIM),A,2017-2022,14,13,2,216,53,19.63,307,70.35,0,1,0
11829,RP Burl (ZIM),N,2018-2018,4,4,1,23,11*,7.66,48,47.91,0,0,1
11830,RP Burl (ZIM),C,2017-2023,40,34,5,635,59,21.89,829,76.59,0,4,1
11831,RP Burl (ZIM),B,2017-2022,5,4,0,47,19,11.75,79,59.49,0,0,0
11832,RP Burl (ZIM),S,2022-2022,3,3,0,23,11,7.66,40,57.5,0,0,0
11833,RP Burl (ZIM),O,2017-2023,39,33,6,790,83,29.25,913,86.52,0,6,1
11834,RP de Groen (NZ),H,1994-1994,1,1,0,2,2,2,3,66.66,0,0,0
11835,RP de Groen (NZ),A,1993-1994,5,4,3,10,7*,10,23,43.47,0,0,1
11836,RP de Groen (NZ),N,1994-1994,6,3,0,0,0,0,10,0,0,0,3
11837,RP de Groen (NZ),C,1993-1994,12,8,3,12,7*,2.4,36,33.33,0,0,4
11838,RP de Groen (NZ),B,1994-1994,3,1,1,1,1*,-,7,14.28,0,0,0
11839,RP de Groen (NZ),S,1993-1994,9,7,2,11,7*,2.2,29,37.93,0,0,4
11840,RP Lefebvre (NED),A,1996-2003,3,3,1,44,30,22,62,70.96,0,0,0
11841,RP Lefebvre (NED),N,1996-2003,8,8,4,127,45,31.75,218,58.25,0,0,0
11842,RP Lefebvre (NED),C,1996-2003,11,11,5,171,45,28.5,280,61.07,0,0,0
11843,RP Lefebvre (NED),B,1996-2002,3,3,2,81,45,81,147,55.1,0,0,0
11844,RP Lefebvre (NED),S,2003-2003,4,4,2,27,14*,13.5,62,43.54,0,0,0
11845,RP Lefebvre (NED),O,1996-2003,4,4,1,63,30,21,71,88.73,0,0,0
11846,RP Meredith (AUS),A,2021-2021,1,1,1,0,0*,-,0,-,0,0,0
11847,RP Meredith (AUS),C,2021-2021,1,1,1,0,0*,-,0,-,0,0,0
11848,RP Meredith (AUS),O,2021-2021,1,1,1,0,0*,-,0,-,0,0,0
11849,RP Singh (IND),H,2005-2008,21,9,7,37,12*,18.5,67,55.22,0,0,0
11850,RP Singh (IND),H,1986-1986,2,-,-,-,-,-,-,-,-,-,-
11851,RP Singh (IND),A,2005-2011,24,7,3,59,23,14.75,140,42.14,0,0,2
11852,RP Singh (IND),N,2006-2009,13,4,0,8,4,2,35,22.85,0,0,1
11853,RP Singh (IND),C,2005-2011,58,20,10,104,23,10.4,242,42.97,0,0,3
11854,RP Singh (IND),C,1986-1986,2,-,-,-,-,-,-,-,-,-,-
11855,RP Singh (IND),B,2005-2009,26,11,8,60,19*,20,105,57.14,0,0,0
11856,RP Singh (IND),B,1986-1986,2,-,-,-,-,-,-,-,-,-,-
11857,RP Singh (IND),S,2007-2011,9,5,2,15,12*,5,33,45.45,0,0,2
11858,RP Singh (IND),O,2005-2009,23,4,0,29,23,7.25,104,27.88,0,0,1
11859,RP Snell (SA),H,1993-1996,11,7,3,126,63,31.5,141,89.36,0,1,0
11860,RP Snell (SA),A,1991-1994,21,16,3,150,51,11.53,156,96.15,0,1,1
11861,RP Snell (SA),N,1992-1993,10,5,2,46,20,15.33,33,139.39,0,0,0
11862,RP Snell (SA),C,1991-1996,42,28,8,322,63,16.1,330,97.57,0,2,1
11863,RP Snell (SA),B,1991-1993,10,7,1,104,51,17.33,103,100.97,0,1,0
11864,RP Snell (SA),S,1992-1996,29,19,7,209,63,17.41,215,97.2,0,1,1
11865,RP Snell (SA),O,1992-1992,3,2,0,9,8,4.5,12,75,0,0,0
11866,RPAH Wickramaratne (SL),H,1993-1993,3,2,0,4,3,2,6,66.66,0,0,0
11867,RPAH Wickramaratne (SL),C,1993-1993,3,2,0,4,3,2,6,66.66,0,0,0
11868,RPAH Wickramaratne (SL),B,1993-1993,3,2,0,4,3,2,6,66.66,0,0,0
11869,RR Beaton (WI),A,2017-2017,2,2,1,15,12*,15,51,29.41,0,0,0
11870,RR Beaton (WI),C,2017-2017,2,2,1,15,12*,15,51,29.41,0,0,0
11871,RR Beaton (WI),S,2017-2017,2,2,1,15,12*,15,51,29.41,0,0,0
11872,RR David (CAN),H,2008-2008,3,3,0,82,48,27.33,170,48.23,0,0,0
11873,RR David (CAN),N,2010-2010,1,-,-,-,-,-,-,-,-,-,-
11874,RR David (CAN),C,2008-2010,4,3,0,82,48,27.33,170,48.23,0,0,0
11875,RR David (CAN),O,2008-2010,4,3,0,82,48,27.33,170,48.23,0,0,0
11876,RR Emrit (WI),A,2007-2007,2,2,1,13,13,13,35,37.14,0,0,0
11877,RR Emrit (WI),C,2007-2007,2,2,1,13,13,13,35,37.14,0,0,0
11878,RR Emrit (WI),B,2007-2007,2,2,1,13,13,13,35,37.14,0,0,0
11879,RR Hendricks (SA),H,2018-2023,17,17,2,393,83*,26.2,516,76.16,0,3,0
11880,RR Hendricks (SA),A,2018-2022,10,10,0,301,102,30.1,378,79.62,1,2,1
11881,RR Hendricks (SA),C,2018-2023,27,27,2,694,102,27.76,894,77.62,1,5,1
11882,RR Hendricks (SA),B,2018-2022,7,7,0,233,102,33.28,251,92.82,1,2,1
11883,RR Hendricks (SA),S,2018-2023,20,20,2,461,83*,25.61,643,71.69,0,3,0
11884,RR Kulkarni (IND),H,1983-1987,7,3,2,19,15,19,24,79.16,0,0,0
11885,RR Kulkarni (IND),A,1986-1986,1,1,1,5,5*,-,4,125,0,0,0
11886,RR Kulkarni (IND),N,1986-1986,2,1,0,9,9,9,11,81.81,0,0,0
11887,RR Kulkarni (IND),C,1983-1987,10,5,3,33,15,16.5,39,84.61,0,0,0
11888,RR Kulkarni (IND),B,1983-1987,7,3,2,19,15,19,24,79.16,0,0,0
11889,RR Kulkarni (IND),S,1986-1986,3,2,1,14,9,14,15,93.33,0,0,0
11890,RR Pant (IND),H,2018-2022,14,13,0,478,78,36.76,394,121.31,0,4,0
11891,RR Pant (IND),A,2019-2022,13,10,1,303,125*,33.66,316,95.88,1,1,3
11892,RR Pant (IND),N,2019-2019,3,3,0,84,48,28,101,83.16,0,0,0
11893,RR Pant (IND),C,2018-2022,30,26,1,865,125*,34.6,811,106.65,1,5,3
11894,RR Pant (IND),B,2018-2022,14,13,0,478,78,36.76,394,121.31,0,4,0
11895,RR Pant (IND),S,2019-2022,13,11,1,367,125*,36.7,381,96.32,1,1,2
11896,RR Pant (IND),O,2019-2019,3,2,0,20,20,10,36,55.55,0,0,1
11897,RR Patel (KENYA),H,2008-2012,10,9,1,168,92,21,235,71.48,0,1,2
11898,RR Patel (KENYA),A,2008-2013,14,11,0,256,50,23.27,392,65.3,0,1,0
11899,RR Patel (KENYA),N,2010-2014,15,15,3,197,38,16.41,351,56.12,0,0,1
11900,RR Patel (KENYA),C,2008-2014,39,35,4,621,92,20.03,978,63.49,0,2,3
11901,RR Patel (KENYA),B,2011-2011,4,4,1,46,24,15.33,73,63.01,0,0,1
11902,RR Patel (KENYA),S,2014-2014,2,2,0,48,38,24,56,85.71,0,0,0
11903,RR Patel (KENYA),O,2008-2013,33,29,3,527,92,20.26,849,62.07,0,2,2
11904,RR Powar (IND),H,2006-2007,10,6,2,84,54,21,135,62.22,0,1,0
11905,RR Powar (IND),A,2004-2007,17,11,3,73,18*,9.12,116,62.93,0,0,0
11906,RR Powar (IND),N,2006-2007,4,2,0,6,5,3,9,66.66,0,0,0
11907,RR Powar (IND),C,2004-2007,31,19,5,163,54,11.64,260,62.69,0,1,0
11908,RR Powar (IND),B,2006-2007,13,7,2,89,54,17.8,146,60.95,0,1,0
11909,RR Powar (IND),S,2007-2007,6,5,1,23,10,5.75,46,50,0,0,0
11910,RR Powar (IND),O,2004-2007,12,7,2,51,18*,10.2,68,75,0,0,0
11911,RR Ramdass (WI),A,2005-2005,1,1,0,1,1,1,9,11.11,0,0,0
11912,RR Ramdass (WI),C,2005-2005,1,1,0,1,1,1,9,11.11,0,0,0
11913,RR Ramdass (WI),B,2005-2005,1,1,0,1,1,1,9,11.11,0,0,0
11914,RR Rossouw (SA),H,2015-2016,16,16,1,750,132,50,755,99.33,3,3,1
11915,RR Rossouw (SA),A,2014-2016,14,14,1,311,61,23.92,420,74.04,0,2,4
11916,RR Rossouw (SA),N,2015-2016,6,5,1,178,61*,44.5,138,128.98,0,2,0
11917,RR Rossouw (SA),C,2014-2016,36,35,3,1239,132,38.71,1313,94.36,3,7,5
11918,RR Rossouw (SA),B,2015-2015,3,3,1,66,45*,33,104,63.46,0,0,0
11919,RR Rossouw (SA),S,2014-2016,28,27,2,1069,132,42.76,1074,99.53,3,6,3
11920,RR Rossouw (SA),O,2014-2016,5,5,0,104,61,20.8,135,77.03,0,1,2
11921,RR Sarwan (WI),H,2002-2013,84,80,15,2813,120*,43.27,3747,75.07,4,18,2
11922,RR Sarwan (WI),A,2000-2013,54,49,8,1712,102*,41.75,2240,76.42,1,12,5
11923,RR Sarwan (WI),N,2001-2013,43,40,10,1279,87,42.63,1676,76.31,0,8,1
11924,RR Sarwan (WI),C,2000-2013,181,169,33,5804,120*,42.67,7663,75.74,5,38,8
11925,RR Sarwan (WI),B,2001-2011,35,32,5,1214,102*,44.96,1627,74.61,1,7,1
11926,RR Sarwan (WI),S,2000-2013,44,41,9,1324,89,41.37,1669,79.32,0,11,3
11927,RR Sarwan (WI),O,2001-2013,102,96,19,3266,120*,42.41,4367,74.78,4,20,4
11928,RR Singh (IND),H,1996-2001,28,21,7,390,51,27.85,488,79.91,0,1,1
11929,RR Singh (IND),A,1989-2000,41,36,7,739,100,25.48,942,78.45,1,2,1
11930,RR Singh (IND),N,1997-2000,67,56,9,1207,82,25.68,1714,70.42,0,6,3
11931,RR Singh (IND),C,1989-2001,136,113,23,2336,100,25.95,3144,74.3,1,9,5
11932,RR Singh (IND),B,1996-2001,55,41,9,965,100,30.15,1176,82.05,1,5,1
11933,RR Singh (IND),S,1997-2000,27,27,6,626,75,29.8,797,78.54,0,3,2
11934,RR Singh (IND),O,1989-2000,54,45,8,745,56,20.13,1171,63.62,0,1,2
11935,RR Watson (SCOT),H,2006-2010,13,13,2,289,80,26.27,360,80.27,0,2,3
